segtype,startsec,endsec
TVN,421.01,422.39
TVN,422.39,423.55
TVN,423.55,433.5
SIL,433.5,434.79
TVN,434.79,437.95
TVN,437.95,439.01
SIL,439.01,440.8
MAF,440.8,441.96
OLF,441.96,444.49
TVN,444.49,445.49
SIL,445.49,446.29
TVN,446.29,448.1
TVN,448.1,449.1
SIL,449.1,449.9
SIL,449.9,450.97
SIL,450.97,452.33
TVF,452.33,453.46
TVF,453.46,455.34
TVN,455.34,456.61
TVN,456.61,460.05
FAF,460.05,461.11
TVF,461.11,462.62
SIL,462.62,463.55
TVN,463.55,464.75
SIL,464.75,465.58
TVN,465.58,466.72
TVN,466.72,467.71
TVN,467.71,469.5
NON,469.5,470.6
TVF,470.6,471.99
OLF,471.99,473.33
FAN,473.33,474.33
OLF,474.33,475.14
TVF,475.14,476.0
TVN,476.0,477.09
TVN,477.09,478.64
TVN,478.64,479.64
TVN,479.64,480.64
TVN,480.64,483.93
SIL,483.93,484.73
TVF,484.73,486.71
TVF,486.71,487.72
OLF,487.72,488.52
TVF,488.52,489.32
TVN,489.32,490.12
NOF,490.12,490.92
TVN,490.92,491.83
NOF,491.83,492.92
SIL,492.92,493.84
TVF,493.84,494.68
SIL,494.68,495.53
NOF,495.53,496.48
TVN,496.48,498.21
TVN,498.21,499.93
TVN,499.93,502.54
TVN,502.54,507.85
TVN,507.85,508.9
TVN,508.9,510.83
TVN,510.83,511.88
TVN,511.88,513.38
TVF,513.38,514.18
SIL,514.18,516.68
TVF,516.68,518.12
TVN,518.12,519.12
OLF,519.12,520.03
OLN,520.03,521.48
NOF,521.48,523.06
OLN,523.06,524.4
SIL,524.4,525.41
TVF,525.41,526.33
OLF,526.33,527.81
FAN,527.81,528.88
SIL,528.88,529.93
TVF,529.93,531.19
FAN,531.19,533.09
OLF,533.09,533.95
MAN,533.95,534.95
OLN,534.95,538.43
NOF,538.43,539.23
OLN,539.23,541.58
NOF,541.58,542.39
OLN,542.39,543.4
SIL,543.4,544.62
TVN,544.62,545.56
SIL,545.56,546.38
TVN,546.38,548.78
TVF,548.78,550.08
NOF,550.08,550.88
FAN,550.88,552.34
NOF,552.34,555.68
TVN,555.68,556.68
FAN,556.68,557.48
NOF,557.48,558.09
TVF,558.09,559.54
TVN,559.54,561.08
TVN,561.08,562.08
TVN,562.08,563.18
TVN,563.18,564.18
TVN,564.18,564.98
TVN,564.98,565.98
TVF,565.98,567.58
TVN,567.58,569.28
TVN,569.28,570.08
TVN,570.08,571.61
TVF,571.61,574.94
TVN,574.94,576.19
TVN,576.19,577.19
FAF,577.19,578.12
TVF,578.12,579.18
TVF,579.18,579.81
SIL,579.81,580.76
NOF,580.76,581.73
TVN,581.73,582.54
NOF,582.54,583.43
CXN,583.43,584.26
TVN,584.26,586.62
SIL,586.62,587.62
TVF,587.62,588.59
TVN,588.59,589.64
TVF,589.64,590.44
TVN,590.44,591.44
TVN,591.44,592.04
TVN,592.04,593.23
FAF,593.23,594.05
TVN,594.05,594.93
NOF,594.93,596.07
SIL,596.07,597.0
TVN,597.0,598.0
OLF,598.0,599.49
TVN,599.49,600.09
TVF,600.09,601.25
TVN,601.25,602.25
NOF,602.25,603.06
TVN,603.06,604.06
TVN,604.06,605.15
TVF,605.15,605.99
TVN,605.99,606.99
SIL,606.99,607.79
TVN,607.79,608.79
TVN,608.79,609.59
TVN,609.59,611.04
SIL,611.04,611.84
TVN,611.84,612.47
TVF,612.47,614.63
TVN,614.63,615.71
SIL,615.71,616.51
TVN,616.51,617.68
TVF,617.68,618.73
OLF,618.73,619.94
SIL,619.94,621.89
TVN,621.89,623.03
TVF,623.03,624.3
SIL,624.3,625.11
TVN,625.11,626.3
TVN,626.3,627.71
SIL,627.71,628.76
TVF,628.76,630.3
TVN,630.3,632.24
TVF,632.24,633.04
OLF,633.04,633.85
TVF,633.85,637.48
SIL,637.48,638.3
TVF,638.3,640.97
TVN,640.97,642.1
TVF,642.1,643.67
OLF,643.67,645.32
NOF,645.32,646.71
OLN,646.71,647.56
TVF,647.56,648.51
TVF,648.51,649.51
TVN,649.51,650.51
OLF,650.51,653.81
NOF,653.81,654.72
OLF,654.72,655.62
NOF,655.62,658.43
TVF,658.43,659.43
NOF,659.43,661.14
TVF,661.14,661.94
OLF,661.94,662.74
MAN,662.74,663.78
NOF,663.78,665.34
OLF,665.34,667.0
SIL,667.0,667.84
TVF,667.84,668.64
NOF,668.64,669.96
TVN,669.96,670.96
TVN,670.96,672.5
NOF,672.5,673.32
TVN,673.32,674.32
OLF,674.32,676.85
NOF,676.85,677.71
SIL,677.71,678.51
CHF,678.51,679.11
TVN,679.11,680.11
TVF,680.11,682.13
SIL,682.13,682.93
TVF,682.93,683.93
NOF,683.93,688.59
SIL,688.59,690.33
TVF,690.33,691.17
NOF,691.17,692.42
OLF,692.42,693.49
NOF,693.49,695.68
TVN,695.68,697.02
NOF,697.02,699.23
OLN,699.23,700.05
NOF,700.05,703.18
OLF,703.18,704.96
TVF,704.96,706.07
TVN,706.07,707.29
TVN,707.29,708.41
SIL,708.41,709.29
TVN,709.29,710.29
TVF,710.29,711.82
SIL,711.82,712.62
NOF,712.62,713.44
TVN,713.44,714.24
NOF,714.24,715.49
OLN,715.49,716.29
NOF,716.29,717.18
TVN,717.18,717.98
NOF,717.98,718.98
OLN,718.98,721.01
TVF,721.01,722.1
TVN,722.1,723.29
NOF,723.29,724.09
OLF,724.09,725.57
NOF,725.57,727.28
OLF,727.28,729.3
SIL,729.3,730.58
TVF,730.58,731.58
TVN,731.58,732.39
SIL,732.39,733.19
OLF,733.19,739.31
TVF,739.31,740.33
TVN,740.33,741.13
TVF,741.13,742.0
TVN,742.0,742.82
SIL,742.82,743.72
TVN,743.72,744.73
TVN,744.73,745.63
SIL,745.63,746.43
TVF,746.43,749.02
TVN,749.02,750.1
TVN,750.1,750.9
TVN,750.9,753.15
TVN,753.15,754.07
TVN,754.07,755.2
TVN,755.2,756.1
TVN,756.1,757.25
SIL,757.25,758.12
TVN,758.12,760.3
TVN,760.3,761.42
TVF,761.42,762.37
MAN,762.37,763.37
OLN,763.37,764.63
TVF,764.63,765.7
MAN,765.7,766.7
TVF,766.7,767.52
CXN,767.52,769.13
TVN,769.13,770.13
FAN,770.13,772.71
CXN,772.71,773.51
OLN,773.51,774.32
FAF,774.32,774.94
NOF,774.94,776.1
OLN,776.1,777.84
FAF,777.84,778.96
TVN,778.96,779.96
OLN,779.96,781.9
FAN,781.9,784.7
OLN,784.7,785.78
SIL,785.78,786.77
FAN,786.77,787.77
OLF,787.77,789.16
SIL,789.16,790.01
TVF,790.01,790.61
SIL,790.61,791.55
CXN,791.55,792.67
NOF,792.67,793.51
TVF,793.51,795.17
OLN,795.17,796.52
NOF,796.52,797.29
OLN,797.29,798.1
TVN,798.1,798.97
SIL,798.97,799.8
FAN,799.8,800.94
NOF,800.94,801.54
OLF,801.54,802.58
FAF,802.58,803.87
NOF,803.87,804.74
OLN,804.74,807.16
NOF,807.16,807.81
TVN,807.81,809.0
TVN,809.0,810.9
SIL,810.9,811.76
TVN,811.76,813.57
NOF,813.57,814.91
TVF,814.91,815.99
NOF,815.99,817.61
TVN,817.61,818.41
TVN,818.41,819.41
TVN,819.41,820.44
NOF,820.44,821.61
TVN,821.61,822.41
OLN,822.41,823.21
NOF,823.21,823.81
OLN,823.81,824.61
NOF,824.61,825.61
OLN,825.61,826.48
MAF,826.48,827.59
TVN,827.59,828.42
TVF,828.42,830.29
NOF,830.29,831.13
TVN,831.13,832.45
TVN,832.45,833.93
SIL,833.93,835.02
TVN,835.02,836.34
TVF,836.34,837.14
TVN,837.14,838.14
TVF,838.14,839.48
TVF,839.48,840.73
NOF,840.73,841.91
SIL,841.91,842.71
NOF,842.71,844.39
SIL,844.39,845.48
NOF,845.48,846.32
TVN,846.32,847.37
TVN,847.37,848.41
TVF,848.41,849.84
TVN,849.84,850.84
OLF,850.84,854.26
TVF,854.26,855.06
TVN,855.06,856.06
NOF,856.06,857.73
SIL,857.73,858.65
NOF,858.65,862.97
TVN,862.97,863.87
NOF,863.87,864.67
OLF,864.67,866.34
NOF,866.34,868.32
TVF,868.32,869.22
OLF,869.22,871.61
TVN,871.61,872.96
TVN,872.96,873.76
OLF,873.76,875.37
SIL,875.37,876.54
TVF,876.54,879.43
NOF,879.43,881.71
OLF,881.71,884.47
TVF,884.47,885.47
TVF,885.47,886.47
SIL,886.47,887.43
TVF,887.43,888.24
OLF,888.24,890.57
TVN,890.57,891.62
TVF,891.62,892.42
TVN,892.42,893.5
TVF,893.5,894.68
TVF,894.68,897.84
TVN,897.84,899.14
NOF,899.14,900.18
SIL,900.18,901.53
TVF,901.53,905.1
TVN,905.1,906.37
TVN,906.37,907.39
TVN,907.39,909.3
TVF,909.3,910.1
SIL,910.1,911.16
OLF,911.16,912.52
TVN,912.52,914.34
TVN,914.34,915.52
OLF,915.52,916.83
SIL,916.83,917.68
TVN,917.68,918.48
TVN,918.48,919.5
SIL,919.5,920.3
TVN,920.3,922.4
OLF,922.4,925.12
SIL,925.12,925.92
OLF,925.92,927.68
SIL,927.68,929.76
TVF,929.76,931.82
TVN,931.82,932.62
SIL,932.62,933.42
TVN,933.42,934.42
TVF,934.42,935.78
TVN,935.78,937.51
SIL,937.51,938.62
TVN,938.62,939.62
TVN,939.62,940.43
TVN,940.43,941.46
TVN,941.46,943.04
TVN,943.04,944.14
TVN,944.14,946.0
TVN,946.0,947.12
TVF,947.12,947.97
TVF,947.97,948.85
NOF,948.85,950.47
SIL,950.47,951.27
TVN,951.27,952.27
SIL,952.27,953.07
OLN,953.07,954.02
TVN,954.02,955.02
MAF,955.02,958.09
SIL,958.09,959.15
TVF,959.15,959.95
MAF,959.95,961.09
TVN,961.09,962.09
OLF,962.09,962.93
NOF,962.93,964.25
TVN,964.25,965.57
TVN,965.57,966.37
TVN,966.37,967.83
TVN,967.83,968.95
TVN,968.95,969.95
OLF,969.95,970.75
SIL,970.75,971.72
TVN,971.72,972.92
TVN,972.92,973.72
TVN,973.72,974.74
TVN,974.74,976.35
TVN,976.35,980.27
NOF,980.27,981.14
TVF,981.14,981.94
TVN,981.94,983.39
TVF,983.39,984.49
TVN,984.49,985.49
TVF,985.49,988.97
SIL,988.97,989.93
TVN,989.93,991.43
SIL,991.43,992.23
TVN,992.23,993.78
OLF,993.78,994.58
SIL,994.58,995.38
TVN,995.38,996.38
OLF,996.38,997.21
TVN,997.21,998.01
TVF,998.01,998.81
TVN,998.81,999.81
TVN,999.81,1000.41
TVN,1000.41,1001.41
TVF,1001.41,1002.48
OLF,1002.48,1003.28
NOF,1003.28,1004.36
FAN,1004.36,1005.16
NOF,1005.16,1006.92
MAN,1006.92,1007.52
NOF,1007.52,1008.32
TVN,1008.32,1009.33
NOF,1009.33,1010.24
TVF,1010.24,1011.32
TVN,1011.32,1012.12
SIL,1012.12,1012.95
TVN,1012.95,1013.95
SIL,1013.95,1014.75
OLF,1014.75,1015.75
TVF,1015.75,1016.9
TVN,1016.9,1017.7
TVF,1017.7,1019.23
TVN,1019.23,1020.53
SIL,1020.53,1021.34
TVN,1021.34,1023.43
TVN,1023.43,1024.23
NOF,1024.23,1025.67
OLF,1025.67,1026.52
NOF,1026.52,1027.33
OLF,1027.33,1028.48
NOF,1028.48,1029.39
TVN,1029.39,1033.57
TVN,1033.57,1034.57
TVF,1034.57,1035.8
TVN,1035.8,1036.9
TVN,1036.9,1037.96
SIL,1037.96,1038.78
TVN,1038.78,1042.5
TVN,1042.5,1043.69
TVF,1043.69,1044.55
OLF,1044.55,1045.53
NOF,1045.53,1047.07
OLF,1047.07,1050.9
TVF,1050.9,1052.78
TVF,1052.78,1053.98
TVN,1053.98,1055.02
TVN,1055.02,1055.82
SIL,1055.82,1056.67
TVN,1056.67,1057.55
SIL,1057.55,1058.42
TVN,1058.42,1059.47
TVF,1059.47,1062.44
TVF,1062.44,1063.29
FAN,1063.29,1064.5
FAN,1064.5,1065.24
OLN,1065.24,1066.11
OLF,1066.11,1067.17
TVN,1067.17,1068.45
NOF,1068.45,1069.97
SIL,1069.97,1071.18
NOF,1071.18,1072.32
SIL,1072.32,1073.12
TVN,1073.12,1073.93
SIL,1073.93,1075.5
NOF,1075.5,1080.38
TVF,1080.38,1081.38
TVF,1081.38,1082.25
TVN,1082.25,1083.26
SIL,1083.26,1085.02
NOF,1085.02,1085.87
TVF,1085.87,1086.87
SIL,1086.87,1087.69
OLN,1087.69,1088.5
TVN,1088.5,1090.27
TVN,1090.27,1091.65
TVN,1091.65,1092.55
TVN,1092.55,1093.65
SIL,1093.65,1094.64
TVN,1094.64,1095.92
TVF,1095.92,1097.06
TVN,1097.06,1098.06
NOF,1098.06,1100.56
TVF,1100.56,1102.44
TVN,1102.44,1103.47
NOF,1103.47,1105.04
TVN,1105.04,1105.85
SIL,1105.85,1106.73
CXN,1106.73,1107.53
NOF,1107.53,1111.87
TVN,1111.87,1113.07
SIL,1113.07,1113.94
TVN,1113.94,1114.99
TVF,1114.99,1115.8
SIL,1115.8,1117.29
TVF,1117.29,1118.74
TVF,1118.74,1119.74
TVN,1119.74,1120.82
SIL,1120.82,1121.92
OLF,1121.92,1122.97
SIL,1122.97,1123.84
TVN,1123.84,1124.64
TVF,1124.64,1125.73
SIL,1125.73,1126.87
OLF,1126.87,1127.69
NOF,1127.69,1128.62
OLF,1128.62,1129.47
SIL,1129.47,1130.56
FAN,1130.56,1131.53
NOF,1131.53,1132.2
TVN,1132.2,1135.15
TVN,1135.15,1136.15
NOF,1136.15,1137.45
TVN,1137.45,1139.85
TVN,1139.85,1141.02
TVN,1141.02,1142.09
NOF,1142.09,1142.97
TVN,1142.97,1145.01
NOF,1145.01,1145.85
OLF,1145.85,1146.89
NOF,1146.89,1147.49
NON,1147.49,1148.29
NOF,1148.29,1148.89
TVN,1148.89,1152.11
TVN,1152.11,1153.71
SIL,1153.71,1154.94
NOF,1154.94,1155.72
TVN,1155.72,1157.02
NOF,1157.02,1158.39
NOF,1158.39,1159.05
TVF,1159.05,1159.97
SIL,1159.97,1160.81
TVN,1160.81,1162.51
SIL,1162.51,1163.31
TVN,1163.31,1166.07
SIL,1166.07,1166.89
TVN,1166.89,1167.7
TVN,1167.7,1168.8
TVN,1168.8,1169.65
TVN,1169.65,1170.77
SIL,1170.77,1171.57
TVF,1171.57,1173.32
TVN,1173.32,1174.5
TVN,1174.5,1176.38
TVN,1176.38,1177.42
TVN,1177.42,1179.65
TVN,1179.65,1180.65
TVN,1180.65,1182.71
TVN,1182.71,1183.84
TVN,1183.84,1184.94
TVN,1184.94,1186.73
TVF,1186.73,1187.94
TVN,1187.94,1189.55
TVF,1189.55,1190.81
TVF,1190.81,1191.61
TVF,1191.61,1192.41
TVN,1192.41,1193.51
TVF,1193.51,1194.42
TVN,1194.42,1196.72
SIL,1196.72,1197.52
TVN,1197.52,1198.52
SIL,1198.52,1199.32
TVN,1199.32,1200.33
TVN,1200.33,1202.09
TVF,1202.09,1203.12
FAN,1203.12,1203.73
TVF,1203.73,1204.84
TVN,1204.84,1206.32
SIL,1206.32,1207.25
TVF,1207.25,1208.97
TVF,1208.97,1210.15
NOF,1210.15,1211.1
TVN,1211.1,1212.3
OLF,1212.3,1213.16
TVN,1213.16,1215.06
SIL,1215.06,1216.46
TVF,1216.46,1217.5
SIL,1217.5,1218.31
TVF,1218.31,1219.61
SIL,1219.61,1220.41
TVF,1220.41,1221.9
SIL,1221.9,1222.85
TVN,1222.85,1223.76
TVF,1223.76,1227.19
TVN,1227.19,1228.19
TVN,1228.19,1229.43
FAF,1229.43,1230.23
SIL,1230.23,1231.1
TVF,1231.1,1232.21
SIL,1232.21,1233.01
TVF,1233.01,1234.04
TVF,1234.04,1235.04
TVF,1235.04,1237.21
TVN,1237.21,1241.02
TVN,1241.02,1242.68
SIL,1242.68,1245.85
TVF,1245.85,1246.65
TVN,1246.65,1247.84
TVF,1247.84,1248.72
TVF,1248.72,1249.52
OLF,1249.52,1250.32
TVF,1250.32,1250.92
TVN,1250.92,1251.92
TVN,1251.92,1252.95
TVN,1252.95,1254.13
TVN,1254.13,1254.73
TVN,1254.73,1255.74
TVF,1255.74,1256.6
TVN,1256.6,1257.87
TVF,1257.87,1258.67
TVF,1258.67,1259.67
SIL,1259.67,1260.47
TVN,1260.47,1262.17
TVF,1262.17,1263.28
TVF,1263.28,1265.56
TVF,1265.56,1266.94
MAN,1266.94,1267.97
TVF,1267.97,1268.98
SIL,1268.98,1269.79
TVN,1269.79,1270.79
MAF,1270.79,1271.79
OLF,1271.79,1273.41
TVN,1273.41,1274.41
TVF,1274.41,1275.64
TVN,1275.64,1276.75
TVN,1276.75,1277.8
TVN,1277.8,1279.14
TVN,1279.14,1280.14
SIL,1280.14,1280.95
TVN,1280.95,1282.32
SIL,1282.32,1283.19
TVN,1283.19,1284.85
SIL,1284.85,1285.75
TVN,1285.75,1288.14
SIL,1288.14,1288.94
TVF,1288.94,1290.45
TVN,1290.45,1292.73
TVF,1292.73,1293.53
TVN,1293.53,1295.07
TVN,1295.07,1296.89
SIL,1296.89,1298.43
TVF,1298.43,1301.03
TVN,1301.03,1302.09
TVF,1302.09,1302.93
TVF,1302.93,1304.12
TVF,1304.12,1305.27
TVN,1305.27,1306.28
TVF,1306.28,1307.62
FAF,1307.62,1308.62
SIL,1308.62,1310.0
TVF,1310.0,1311.65
TVN,1311.65,1312.73
SIL,1312.73,1313.54
TVN,1313.54,1314.53
NOF,1314.53,1315.16
TVN,1315.16,1316.41
NOF,1316.41,1319.2
CHNSP,1319.2,1319.82
FAN,1319.82,1320.82
NOF,1320.82,1322.44
FAN,1322.44,1323.96
SIL,1323.96,1324.76
TVN,1324.76,1326.45
SIL,1326.45,1327.74
TVN,1327.74,1328.75
NOF,1328.75,1329.72
NOF,1329.72,1331.37
CXN,1331.37,1332.15
SIL,1332.15,1332.95
TVN,1332.95,1334.54
TVF,1334.54,1335.34
TVN,1335.34,1336.14
SIL,1336.14,1336.94
FAN,1336.94,1337.79
TVN,1337.79,1339.41
NOF,1339.41,1341.06
NOF,1341.06,1341.94
TVN,1341.94,1343.76
NOF,1343.76,1344.76
TVF,1344.76,1345.56
FAN,1345.56,1346.56
NOF,1346.56,1347.74
TVN,1347.74,1348.92
FAN,1348.92,1350.57
TVN,1350.57,1351.57
FAN,1351.57,1353.35
TVN,1353.35,1354.46
FAN,1354.46,1357.44
OLN,1357.44,1358.32
FAN,1358.32,1359.99
TVN,1359.99,1360.99
MAN,1360.99,1363.02
TVF,1363.02,1363.85
FAN,1363.85,1365.33
NOF,1365.33,1366.36
TVN,1366.36,1367.52
SIL,1367.52,1368.43
TVF,1368.43,1369.75
TVF,1369.75,1370.39
NOF,1370.39,1372.61
TVF,1372.61,1373.54
OLF,1373.54,1374.83
NON,1374.83,1375.71
OLN,1375.71,1377.08
NOF,1377.08,1377.95
FAN,1377.95,1379.19
NOF,1379.19,1380.05
TVN,1380.05,1381.19
OLF,1381.19,1383.41
CXN,1383.41,1385.34
OLF,1385.34,1386.16
TVN,1386.16,1387.03
SIL,1387.03,1389.13
TVN,1389.13,1389.93
NOF,1389.93,1390.87
TVN,1390.87,1391.77
TVF,1391.77,1392.87
TVN,1392.87,1393.67
NOF,1393.67,1394.73
TVN,1394.73,1395.73
OLF,1395.73,1397.06
TVF,1397.06,1398.86
OLN,1398.86,1399.67
NOF,1399.67,1400.73
OLN,1400.73,1402.89
TVN,1402.89,1404.05
NOF,1404.05,1404.65
CXN,1404.65,1405.65
OLF,1405.65,1408.97
NOF,1408.97,1410.28
TVF,1410.28,1411.54
NOF,1411.54,1412.37
OLF,1412.37,1413.4
TVN,1413.4,1415.17
TVN,1415.17,1416.19
OLF,1416.19,1417.11
FAF,1417.11,1417.95
CHF,1417.95,1418.72
NOF,1418.72,1423.1
SIL,1423.1,1424.29
TVF,1424.29,1426.68
MAF,1426.68,1427.75
NOF,1427.75,1431.01
OLN,1431.01,1432.5
NOF,1432.5,1433.81
OLN,1433.81,1436.3
NON,1436.3,1437.44
NOF,1437.44,1438.35
OLF,1438.35,1440.1
NOF,1440.1,1440.74
OLN,1440.74,1441.65
NOF,1441.65,1442.47
NOF,1442.47,1443.08
CXF,1443.08,1444.36
SIL,1444.36,1446.76
FAF,1446.76,1447.78
NOF,1447.78,1448.38
TVN,1448.38,1449.22
TVN,1449.22,1450.24
SIL,1450.24,1451.07
TVN,1451.07,1452.38
NOF,1452.38,1453.62
CXN,1453.62,1454.61
OLN,1454.61,1455.93
SIL,1455.93,1456.73
TVF,1456.73,1457.96
NOF,1457.96,1458.85
TVN,1458.85,1460.02
TVF,1460.02,1460.95
